isbn,price
9784815624262,"1,980"
9784815622756,"2,970"
9784065332931,"3,740"
9784800591746,"1,980"
9784260053815,"6,490"
9784344042599,"1,760"
9784163918334,"2,420"
9784041136652,"2,200"
9784844997436,"3,300"
9784502498817,"2,750"
9784299054920,"1,485"
9784844968825,"1,980"
9784866576879,"2,255"
9784065353899,781
2100013931242,"1,760"
9784300108673,"3,300"
9784844997443,"2,750"
9784300110010,"1,210"
9784300107874,"1,980"
9784065348093,"2,090"
9784041133088,770
9784299049315,"1,650"
9784344042636,"1,980"
9784284001267,"1,760"
9784099431549,"1,265"
9784434337772,748
9784899904427,"3,630"
9784296204632,"2,640"
9784300108628,"3,300"
9784896344691,"2,420"
9784087754681,"1,870"
9784065347478,"12,100"
9784909876225,"1,540"
9784385139630,"2,640"
2100013898651,"1,760"
9784065353318,759
9784046835048,748
9784502498718,"2,750"
9784426615130,"1,540"
9784750518329,"1,760"
9784120057786,"1,870"
9784334102845,770
9784065356593,"1,980"
9784065352083,759
2100013898668,"1,760"
9784895720175,"1,999"
9784065347805,"1,760"
9784098627684,770
9784575418736,748
9784065351796,759
9784065353509,759
9784300108499,"2,420"
9784502497711,"2,090"
9784296204137,"4,180"
9784909084736,"3,300"
9784101191256,935
9784163918310,"2,970"
9784120057670,"1,870"
9784480076144,"1,100"
9784022952561,990
9784041149508,748
9784046835956,748
9784065353004,759
9784048996174,759
9784163917733,"1,980"
9784478119044,"1,980"
9784041127728,"1,430"
9784284001250,"1,430"
9784065354759,"1,650"
9784757590267,"3,300"
9784088840079,528
9784824008145,726
9784300108680,"2,750"
9784862752673,"2,970"
9784300109953,"1,760"
9784798185675,"3,278"
9784102405413,"1,320"
9784041143247,748
9784434336034,"1,320"
9784101444628,737
9784594096908,"1,045"
9784596539533,"1,650"
9784314011778,"1,430"
9784065350201,759
9784575418712,748
9784860722142,"1,210"
9784099431549,"1,265"
2100013844214,"3,410"
2100013909005,"7,948"
9784041148372,"1,320"
9784591181515,"1,540"
9784262128757,"1,210"
9784052058332,"2,970"
9784052059131,"1,870"
9784865897791,880
9784041143919,770
9784065339831,"3,300"
9784300108062,"1,980"
9784300108017,"2,090"
9784909084781,"1,980"
9784847151040,"3,190"
9784041148051,858
9784065351949,"1,705"
9784104508037,"4,180"
9784865284058,"1,980"
9784065269824,770
9784002710907,748
9784434337772,748
9784046835048,748
9784575418736,748
9784065351796,759
9784896329315,"6,930"
9784065350355,"1,980"
9784046835956,748
9784088840130,528
9784074594832,792
9784262155463,990
9784991280627,"2,200"
4528189813687,"2,376"
9784065353936,759
9784124805116,"12,980"
9784088840376,528
9784847151064,"3,850"
9784300108635,"2,750"
9784344042421,"2,090"
9784309300337,"1,562"
9784391644647,770
9784910903002,"1,650"
9784065294581,"1,320"
9784065353509,759
9784757590267,"3,300"
9784824008145,726
9784865897791,880
2100013864014,"11,088"
9784296001866,"2,090"
9784098627622,792
2100013909876,"14,872"
9784866734002,"1,430"
9784052059124,"1,870"
9784065352175,"1,848"
9784065350232,759
9784046836014,748
9784088838397,572
9784088838984,572
9784414416992,"2,750"
9784474094215,"2,530"
9784828426136,"1,650"
9784799329672,"1,870"
9784799326794,"1,540"
9784065339831,"3,300"
9784065353936,759
9784046836014,748
9784049157079,759
9784065349748,759
9784866809366,"1,650"
9784478119051,"1,848"
2100013906608,"8,536"
9784834785180,"1,650"
9784813781479,803
9784058116159,"17,160"
9784046827203,"1,540"
9784049157079,759
9784065349748,759
9784065351529,759
9784838756667,750
9784065351864,"1,540"
9784065351529,759
9784478117811,"1,650"
9784385139654,"2,530"
9784036358700,990
9784862039705,"3,520"
9784636108453,"4,070"
9784832295438,990
9784041149515,748
9784867780848,825
9784088677491,528
9784040645179,"1,430"
9784835644844,"1,210"
9784835646848,"1,540"
9784391160703,"1,760"
9784324113318,"1,650"
9784867422823,"1,980"
9784573601512,"1,699"
9784799322291,"1,430"
9784528024045,"1,540"
9784041149515,748
9784867780848,825
9784757591356,"1,540"
9784098628148,"1,045"
9784299050755,"1,650"
9784049152449,"1,210"
9784801401242,880
9784074594832,792
9784299048134,"3,729"
9784835647784,990
9784299049612,"1,430"
9784579118298,"1,870"
9784582839449,"1,760"
9784479785491,"1,540"
9784065136713,"1,375"
9784334953843,"1,980"
9784065311271,"1,650"
9784824008138,726
9784098628162,880
9784815623654,990
2100013931846,"19,580"
9784860114862,880
9784863892354,836
9784863892347,880
9784532198022,825
9784910865010,880
9784047378926,781
9784074567287,792
9784824007964,847
9784046835437,726
9784434335020,"1,320"
9784299048158,"3,729"
9784299053060,"3,080"
9784299052315,"3,289"
9784798071459,"1,650"
9784594621148,"1,540"
9784098626915,770
9784101355535,825
9784102180211,825
9784150120009,"1,210"
9784047378933,781
9784758096355,789
9784758096362,789
9784074568987,"2,970"
9784434336355,"1,320"
9784074557752,792
9784049152982,803
9784824007391,770
9784299052179,"3,850"
9784299049193,"3,949"
9784299053152,"3,619"
9784299052865,"3,289"
9784299051189,"3,960"
9784798071114,"1,540"
9784750518398,"1,870"
9784391161595,"1,540"
9784528022720,"1,430"
9784479320869,"1,320"
9784821158027,781
9784776755005,737
9784776754992,737
9784867162194,814
9784800220431,704
9784866809366,"1,650"
9784594097301,990
9784047379602,781
9784758096300,"1,430"
9784041144916,726
9784041147061,770
9784041147054,792
9784434337796,"1,320"
9784798635118,"1,430"
9784046835444,726
9784824007957,880
9784299049742,"3,630"
9784299051967,"2,992"
9784299040053,"2,970"
9784391158809,"1,650"
9784046045102,"1,870"
9784767829401,"1,760"
9784479308836,990
9784479308195,990
9784344429819,550
9784434335891,"1,320"
9784813715658,748
9784434335914,"1,320"
9784596775764,693
9784101205618,693
9784101349817,781
9784166614516,990
9784758096317,"1,430"
9784047378551,759
9784775530313,880
9784758096270,789
9784046835550,"1,540"
9784049156188,792
9784824007940,770
9784049157413,880
9784824004413,715
9784299052360,"3,289"
9784299051479,"2,750"
9784479786016,"1,760"
9784299051769,"3,289"
9784299052094,"3,729"
9784909044235,"1,430"
9784835647777,"1,080"
9784058010785,"1,320"
9784391160222,"1,650"
9784040653129,"1,650"
9784003358016,"1,540"
9784883501946,"1,650"
9784758096294,"1,540"
9784801939523,990
9784434333064,792
9784396701529,792
9784101030319,605
9784479306078,814
9784167768027,737
9784150504861,814
9784866809311,"1,540"
9784833452434,"1,870"
9784405120273,"1,540"
9784041147085,792
9784041147849,792
9784041145777,814
9784758096348,789
9784824007933,847
9784046834720,726
9784074596904,836
9784824007926,715
9784299052582,"3,289"
9784299051509,"3,575"
9784299051691,"3,597"
9784542402492,"9,350"
9784761276959,"1,595"
9784262165110,"1,540"
9784816367847,"1,870"
9784022775993,"1,210"
9784344421356,628
9784101001494,924
9784344430648,781
9784480435101,"1,320"
9784867870143,809
9784102167083,781
9784150504748,748
9784800226105,737
9784296001699,"2,750"
9784296119875,"1,980"
9784047378575,781
9784041145760,792
9784047378384,759
9784046835406,726
9784046834744,792
9784824007896,957
9784046831446,"1,430"
9784867165577,"1,320"
9784299051172,"3,729"
9784299043436,"2,640"
9784299043351,"4,389"
9784299044891,"2,618"
9784930810298,"1,980"
9784885748301,"1,980"
9784434203817,"1,100"
9784434209123,"1,100"
9784434252969,"1,100"
9784296001866,"2,090"
9784781697673,825
9784813715702,748
9784575519174,722
9784479304739,660
9784591146897,748
9784635049931,"1,100"
9784296204786,"1,980"
9784750518336,"3,080"
9784299051059,"1,430"
9784758096218,"1,430"
9784758096232,"1,430"
9784775530320,917
9784047377912,781
9784040751108,704
9784591181614,836
9784299044792,"3,278"
9784299049667,"3,729"
9784299047700,"3,289"
9784299050977,"2,739"
9784295018353,"2,860"
9784847151040,"3,190"
9784847151064,"3,850"
9784866734002,"1,430"
9784046067951,"1,760"
9784761277222,"2,420"
9784904337370,"3,498"
9784867870150,809
9784596775948,715
9784813715665,737
9784813715672,748
9784434335884,"1,320"
9784102167090,825
9784867162071,770
9784867161517,770
9784815624255,"1,760"
9784798184159,"1,980"
9784828426235,"1,870"
9784335359859,"4,510"
9784758096119,"1,430"
9784758094924,"1,200"
9784758095822,789
9784041140611,770
9784299043689,"3,960"
9784478119082,"1,760"
9784798071435,"2,090"
9784844958673,"1,760"
9784847151095,"1,760"
9784300108963,"1,760"
9784844958635,"2,860"
9784502494116,"2,090"
9784065348246,990
9784844997436,"3,300"
9784816710131,"1,870"
9784259567828,"1,870"
9784867870051,730
9784829626801,825
9784773062700,781
9784866696584,880
9784815543365,"1,430"
9784794998651,"2,750"
9784581001885,"2,750"
9784910315362,"1,650"
9784761277246,"1,870"
9784297141561,"3,300"
9784065347829,"3,300"
9784296080342,"2,640"
9784828426075,"1,760"
9784296118687,"1,650"
9784754731618,"5,830"
9784004320074,"1,100"
9784198657741,"1,760"
9784758096188,789
9784758095709,"1,430"
9784798066905,"1,650"
9784798070858,"1,760"
9784911062012,"1,870"
9784296119172,"3,300"
9784474010215,"7,920"
9784844971276,"4,070"
9784847151071,"1,980"
9784844958628,"3,850"
9784048976640,"1,980"
9784871121309,"3,960"
9784300108673,"3,300"
9784141993407,"1,760"
9784813715719,759
9784821157969,770
9784434337277,704
9784867460245,"1,540"
9784581022835,"1,518"
2100013877892,"3,135"
9784010937785,"1,430"
9784798183961,"3,278"
9784798181493,"3,080"
9784789844796,"3,080"
9784862809360,"1,650"
9784065350706,990
9784296118410,"2,750"
9784419069810,"2,860"
9784798071640,"3,300"
9784297136390,"1,980"
9784798072135,"1,760"
9784297137298,"1,760"
9784774142043,"2,827"
9784911062005,"1,210"
9784788977976,"1,320"
9784788934917,"3,300"
9784788985353,"1,870"
9784788967403,"2,420"
9784788937468,"1,980"
9784295408772,"1,958"
9784419069810,"2,860"
9784864666091,"5,000"
9784844958604,"3,080"
2100013849837,"24,090"
9784777055562,"1,375"
9784889638806,"1,320"
9784844997443,"2,750"
9784300108628,"3,300"
9784502497711,"2,090"
9784048976480,"1,925"
9784596775924,715
9784596526663,693
9784596539694,"1,320"
9784581023566,"1,518"
9784022793249,"2,530"
9784385137339,"5,720"
9784581022859,"1,518"
9784794998354,"2,970"
9784815625382,"2,970"
9784798185675,"3,278"
9784344947832,"1,760"
9784478117033,"1,870"
9784335305214,"4,730"
9784815619503,"1,870"
9784322143867,"3,630"
9784299052001,"1,760"
9784909474797,"1,980"
9784801822634,899
9784798071633,"2,750"
9784798071220,"4,730"
9784594096908,"1,045"
9784788937499,"2,090"
9784788934900,"3,300"
9784788977860,"1,870"
9784847151057,"2,860"
9784296119189,"2,860"
9784864666138,"4,900"
9784909084736,"3,300"
9784931054165,"5,500"
9784877588601,"1,980"
9784904337134,"3,498"
9784931054158,"5,500"
2100013877885,"3,355"
9784581022842,"1,518"
9784143723255,"2,400"
9784581023092,"1,518"
9784814400652,"4,400"
9784815624569,"2,640"
9784910428437,"2,530"
9784296070695,"3,960"
9784815618469,"2,585"
9784539747018,"2,860"
9784802134576,"1,540"
9784754732172,"3,300"
9784534060839,"1,980"
9784408650647,"1,760"
9784840465106,"3,080"
9784002710907,748
9784910903002,"1,650"
9784065294581,"1,320"
9784414416992,"2,750"
9784474094215,"2,530"
9784788977983,"1,100"
9784788985377,"1,650"
9784471431433,"1,430"
9784471431488,"1,760"
9784864666084,"4,600"
9784535527799,"3,080"
9784535527768,"3,300"
9784300108680,"2,750"
9784065351062,"1,430"
9784296204588,"2,750"
9784046065124,"1,650"
9784581022897,"1,518"
9784010937877,"2,420"
9784581022828,"1,518"
2100013877908,"2,915"
9784581022866,"1,518"
9784865943986,"2,420"
9784065342909,"2,750"
9784814400591,"3,960"
9784801822740,"1,100"
9784798072043,"3,850"
9784866632278,"1,320"
9784774743714,899
9784798071480,"2,640"
9784300109380,"1,650"
9784297139599,"1,980"
9784867422823,"1,980"
9784334953843,"1,980"
9784594094850,"1,056"
9784522439302,990
9784313131569,"11,000"
9784788937505,"2,090"
9784788937482,"2,090"
9784788937451,"1,980"
9784844958574,"3,300"
9784300108895,"3,300"
9784847151088,"1,650"
9784327764982,"1,870"
9784053054821,"2,530"
9784862039705,"3,520"
9784581022958,"1,518"
9784581023399,"1,518"
9784297138097,"3,630"
9784022727541,"1,320"
9784815624262,"1,980"
9784815622756,"2,970"
9784798070414,"2,750"
9784798071619,"4,950"
9784041141113,814
9784434337055,"1,859"
9784297138653,"3,278"
9784297138271,"1,848"
9784802614375,"2,200"
9784815625535,"2,200"
9784297141783,"3,740"
9784594091989,935
9784344986862,990
9784535564213,"1,760"
9784309631639,935
9784062729130,935
9784788934924,"3,850"
9784788937475,"2,090"
9784788937444,"1,980"
9784788937598,"2,090"
9784480076144,"1,100"
9784300106556,"2,310"
9784864666121,"5,000"
9784300108918,"3,080"
9784844958581,"2,860"
9784864666060,"4,900"
9784262155470,"1,045"
9784794998552,"2,640"
9784424627487,"3,135"
9784342431197,"1,628"
9784065332931,"3,740"
9784800591746,"1,980"
9784300109380,"1,650"
9784052051715,"1,650"
9784798071213,"2,530"
9784408421254,"2,530"
9784103512158,"1,210"
9784152103147,"1,430"
9784620108629,"1,980"
9784297138073,"2,420"
9784297140236,"2,992"
9784082881078,"1,100"
9784297140298,"3,520"
9784297138837,"1,540"
9784167908577,792
9784479772279,"1,540"
9784101388212,693
9784791770472,"3,080"
9784844609308,"3,740"
9784788937574,"2,090"
9784788937413,"1,980"
9784022952561,990
9784865284058,"1,980"
9784065269824,770
9784391644647,770
9784262155470,"1,045"
9784791632619,"1,320"
9784804114736,"1,650"
9784300108482,"1,870"
9784863199972,"1,430"
9784798065731,"2,750"
9784798071657,"2,200"
9784575527445,748
9784049156041,"1,485"
9784047379909,"1,430"
9784047378704,"1,430"
9784065350256,"2,090"
9784839985820,"1,749"
9784065352199,"2,640"
9784867750704,"2,420"
9784297136796,"1,958"
9784295018209,"1,408"
9784865372311,803
9784797681178,"1,023"
9784800912299,"1,320"
9784844907855,"1,430"
9784313133877,"11,000"
9784788937420,"1,980"
9784596539533,"1,650"
9784828426136,"1,650"
9784000272568,"1,595"
9784867830369,"3,300"
9784300107812,"4,290"
9784046041029,"1,540"
9784798071626,"5,940"
9784798069982,"2,530"
9784065350690,"1,155"
9784334102982,"1,980"
9784087718652,"1,760"
9784488016890,"2,640"
9784297140830,"2,530"
9784798182520,"1,980"
9784910364469,"1,650"
9784865901665,"1,650"
9784798174570,"6,820"
9784771037458,"2,530"
9784198645533,"1,870"
9784773089486,"1,540"
9784771035607,"2,530"
9784773089387,"1,540"
9784788985339,"1,870"
9784757591356,"1,540"
9784314011778,"1,430"
9784309300337,"1,562"
9784391644647,770
9784828426136,"1,650"
9784799326794,"1,540"
9784065351864,"1,540"
9784324113318,"1,650"
9784757590281,"1,430"
9784867165324,"1,650"
9784591180426,"1,540"
9784591918845,"15,400"
9784087718584,"1,760"
9784065324448,"1,540"
9784800591890,"5,280"
9784300110058,"1,760"
9784297138097,"3,630"
9784023323537,"1,980"
9784815624262,"1,980"
9784798071640,"3,300"
9784471421809,"1,980"
9784408558783,814
9784824008039,"1,430"
9784434337604,814
9784297138059,"2,178"
9784393334058,"2,640"
9784297139612,"2,200"
9784780312980,"1,320"
9784866809311,"1,540"
9784824008138,726
9784098627660,770
9784757590281,"1,430"
9784478117033,"1,870"
9784799329672,"1,870"
9784799326794,"1,540"
9784799322291,"1,430"
9784582839449,"1,760"
9784799329450,"1,210"
9784573601512,"1,699"
9784799322291,"1,430"
9784528024045,"1,540"
9784479785491,"1,540"
9784065136713,"1,375"
9784041148945,748
9784758085045,825
9784046830999,"1,078"
9784065352946,550
9784041148907,748
9784415331942,"2,200"
9784284001281,"1,430"
9784065321959,"1,760"
9784844958673,"1,760"
9784300110072,"1,650"
9784087446371,770
9784434337048,"1,859"
9784163918327,"2,970"
9784865753165,"3,740"
9784405120273,"1,540"
9784299051059,"1,430"
9784041148945,748
9784065351161,550
9784758085045,825
9784046830999,"1,078"
9784065352946,550
9784121027948,924
9784140819531,"2,860"
9784750357157,"2,640"
9784434336676,"1,760"
9784532177102,"2,640"
9784046048684,"1,540"
9784804706191,"1,540"
9784065337615,"1,430"
9784326251735,"2,640"
9784065311271,"1,650"
9784087880922,"1,760"
9784334100681,"1,034"
9784594097301,990
9784434337765,748
9784824008114,726
9784867165645,748
9784824008053,726
9784065350898,"1,650"
9784838732395,"1,300"
9784083218453,825
9784041138588,"1,650"
9784898155813,"1,870"
9784862557209,"1,650"
9784789018777,"2,200"
9784415238241,"1,430"
9784862752628,"2,200"
9784300108659,"2,860"
9784074564675,"1,540"
9784909474780,"2,200"
9784267024160,"1,760"
9784575247275,"1,760"
9784434337864,704
9784041145678,792
9784335359859,"4,510"
9784754731618,"5,830"
9784004320074,"1,100"
9784419069810,"2,860"
9784335305214,"4,730"
9784041148907,748
9784107727053,726
9784569856162,"1,122"
9784295206224,"1,650"
9784802401715,"1,760"
9784817849250,"5,280"
9784046054814,"1,540"
9784046065858,"1,650"
9784479772415,"1,760"
9784391644418,"1,100"
9784866214351,"1,650"
9784813022978,"1,650"
9784502470318,"2,200"
9784573601499,"1,699"
9784866801193,"1,650"
9784474010215,"7,920"
9784750518336,"3,080"
9784299051059,"1,430"
9784087926187,792
9784799766729,"1,320"
9784596540034,990
9784046836281,748
9784023323193,"1,320"
9784752010944,"1,650"
9784838732456,"1,300"
9784041127735,"1,320"
9784807166909,990
9784847151095,"1,760"
9784297138653,"3,278"
9784864175067,"3,850"
9784804114729,"1,870"
9784537148060,814
9784299052001,"1,760"
9784065344453,825
9784866696669,"1,430"
9784120057649,"1,760"
9784322143867,"3,630"
9784539747018,"2,860"
9784754732172,"3,300"
9784754731700,"7,150"
9784098627349,770
9784065351369,550
9784434337765,748
9784065352519,759
9784391160321,"1,650"
9784750357539,"8,800"
9784065160893,"1,056"
9784334100896,990
9784408111346,"1,430"
9784478112144,"1,430"
9784391160000,"1,760"
9784391644418,"1,100"
9784120055782,"1,760"
9784334100179,924
9784844971276,"4,070"
9784295408772,"1,958"
9784864666091,"5,000"
9784862809360,"1,650"
9784478117033,"1,870"
9784815619503,"1,870"
9784065355244,550
9784799766736,"1,320"
9784047376458,792
9784065352823,836
9784388063222,"1,760"
9784053056689,"2,750"
9784022208255,"2,640"
9784909928214,"1,100"
9784300108963,"1,760"
9784065294567,"1,760"
9784502497414,"2,860"
9784754731694,"5,830"
9784754732004,"5,610"
9784824008114,726
9784867165645,748
9784832295292,759
9784824008053,726
9784065351772,550
9784062884310,990
9784041084212,"1,320"
9784391644326,"1,650"
9784847151040,"3,190"
9784864666138,"4,900"
9784864666084,"4,600"
9784535527799,"3,080"
9784883843763,"2,530"
