isbn,price
9784781697680,847
9784596536877,693
9784074328116,"1,650"
9784900912120,"6,111"
9784817196217,"1,980"
9784881383261,"1,980"
9784798165776,"4,268"
9784297139650,"3,300"
9784297138455,"1,650"
9784877588526,"2,090"
9784106110269,946
9784140403037,"1,650"
9784540231247,"2,200"
9784322134575,"6,160"
9784817846136,"2,860"
9784817846129,"3,850"
9784478013113,"1,650"
9784502696909,"2,640"
9784813260233,"1,760"
9784041013120,616
9784047365230,748
9784041142783,792
9784592224808,528
9784065346273,759
9784065342015,693
9784592163787,715
9784101800745,737
9784865541496,649
9784094086027,"1,100"
9784502431913,"2,420"
9784419069292,"1,980"
9784829626795,858
9784434334627,704
9784391153248,"1,760"
9784391160468,"1,870"
9784299030283,689
9784046047250,"1,540"
9784771033658,"2,970"
9784798064628,"1,540"
9784798067476,"1,540"
9784569786506,"3,300"
9784798163420,"2,200"
9784847151491,"2,310"
9784844962762,"2,750"
9784320125513,"3,300"
9784882380597,"1,650"
9784540211058,"2,420"
9784074544226,"1,760"
9784787723048,"3,850"
9784847149498,"2,970"
9784385320168,"3,740"
9784502399411,"2,640"
9784344690332,"1,650"
9784041040492,660
9784047374089,759
9784047376571,781
9784041131220,759
9784167670160,682
9784022645937,880
9784296116362,"2,860"
9784798067230,"1,320"
9784847151132,"2,420"
9784396701475,770
9784596524508,693
9784596538772,693
9784781671918,880
9784770328274,"2,530"
9784058010457,"1,760"
9784838756551,799
9784579116935,"1,540"
9784801400252,"1,320"
9784623060375,"2,860"
9784635310413,"1,650"
9784816362071,550
9784881383230,"3,300"
9784817196125,"3,630"
9784847151651,"2,640"
9784335359552,"2,860"
9784844963028,"2,200"
9784864665957,"3,520"
9784847150869,"3,300"
9784528024236,"1,760"
9784140402986,"2,750"
9784335357961,"4,180"
9784535526822,"1,870"
9784844981855,"2,640"
9784532409579,"3,080"
9784041138519,770
9784047376595,781
9784086080798,825
9784758095495,"1,430"
9784344820692,"1,320"
9784309414607,550
9784167852016,748
9784022648204,748
9784198934538,722
9784300103913,"1,760"
9784535525016,"2,200"
9784300103876,"3,080"
9784434333224,704
9784801938120,935
9784596531384,693
9784596537294,814
9784596539212,825
9784903722528,"1,430"
9784344981317,814
9784122053557,838
9784750342399,"4,400"
9784415331195,"1,100"
9784384058949,"2,860"
9784866733784,990
9784299042576,990
9784866744346,789
9784049153125,990
9784577052044,"2,398"
9784046045348,"1,760"
9784756252258,"2,750"
9784862575173,"1,650"
9784309287669,"1,760"
9784074222964,"1,430"
9784771033092,"2,750"
9784150505189,"1,034"
9784798065649,"1,540"
9784844963011,"3,080"
9784847150739,"2,420"
9784847150852,"3,300"
9784419068974,"2,530"
9784798178080,"1,980"
9784141992776,"2,420"
9784262136370,"1,760"
9784838755950,"1,779"
9784847144615,"2,970"
9784847149504,"2,750"
9784502308116,"2,420"
9784047371651,748
9784047372122,748
9784041114537,759
9784041123232,792
9784344422056,759
9784800253422,770
9784150504878,"1,144"
9784150120047,990
9784150310370,924
9784150120030,990
9784844958482,"2,860"
9784296117796,"1,760"
9784300103920,"1,760"
9784844958512,"3,850"
9784046052469,"1,650"
9784434329722,792
9784829655382,770
9784829655375,770
9784434326929,792
9784813715429,759
9784773085587,"1,100"
9784781671697,825
9784309274799,"1,017"
9784754731335,"3,410"
9784594619183,550
9784798067988,"2,420"
9784534059284,"1,540"
9784883181254,"2,200"
9784065350584,"1,200"
9784041131374,"15,312"
2100013878745,"1,210"
9784065329405,"1,650"
9784057508931,660
9784579117178,"1,650"
9784391157734,"1,870"
9784834777857,"1,320"
9784344034570,"1,320"
9784865811209,"1,760"
9784805835128,"10,780"
9784847150838,"3,520"
9784864665544,"2,420"
9784864666220,"4,620"
9784535527072,"3,190"
9784844962915,"2,310"
9784883403653,"2,200"
9784047375161,759
9784047376038,781
9784758094597,"1,320"
9784041135921,770
9784844958529,"2,860"
9784415236490,"2,310"
9784296117727,"1,980"
9784781697598,825
9784103518112,"1,100"
9784845425303,"1,760"
9784062572583,"1,012"
9784815811365,"4,950"
9784474079205,"5,280"
9784754731359,"3,630"
9784881776063,"2,860"
9784040824550,968
9784866744575,990
9784867831076,"3,300"
9784635460217,"2,970"
9784816355431,583
9784800590039,"1,760"
2100013830460,"1,320"
9784385136844,"2,860"
9784388063192,"1,760"
9784838730407,"1,430"
9784388063185,"3,080"
9784259566364,"1,650"
4528189809505,522
9784881383124,"1,980"
9784865813517,"1,650"
9784847150715,"2,750"
9784847150746,"2,640"
9784047362086,748
9784041132999,748
9784041023327,638
9784300104019,"1,980"
9784419068752,"1,870"
9784300103982,"1,980"
9784502369117,"1,870"
9784844958499,"3,080"
9784525431914,"3,300"
9784041010488,616
9784344425859,660
9784334950828,"1,210"
9784781701486,"1,430"
9784750321387,"1,650"
9784313121904,"9,680"
9784419065751,"2,860"
9784324113479,"4,400"
9784754731205,"3,080"
9784641184640,"2,750"
9784839981723,"4,488"
9784153400238,"1,166"
9784635460224,"2,860"
9784415333830,990
9784303451103,"3,960"
9784864702010,"1,320"
9784023333857,"2,420"
9784053056832,"3,960"
9784909044495,"1,210"
9784065346617,"1,980"
9784295408772,"1,958"
9784344042544,"1,320"
9784010115466,990
9784434335457,"1,650"
9784478105511,"1,650"
9784579117499,"1,870"
9784835647692,"1,080"
9784391159745,"1,760"
9784830041365,"4,840"
9784881383995,"3,740"
9784827602548,"1,430"
9784341087586,"1,705"
9784623077632,"3,080"
9784864666015,"4,950"
9784867830925,"2,200"
9784864665575,"3,080"
9784844971252,"3,850"
9784758092425,"1,320"
9784041124321,792
9784047368613,748
9784344815759,"1,045"
9784502370014,"1,870"
9784122054783,712
9784061492394,946
9784101351247,693
9784299050465,"1,100"
9784433704131,"5,720"
9784433739843,"1,760"
9784828425542,"1,760"
9784313121379,"2,970"
9784767832272,"3,630"
9784815622664,"3,190"
9784798165776,"4,268"
9784297139650,"3,300"
9784865426632,980
9784867830147,"2,090"
9784761513801,"1,980"
9784866212012,"1,650"
9784324113776,"4,400"
9784300108437,"1,980"
9784844948025,"2,200"
9784402341725,"1,496"
9784581023825,"1,518"
9784402341350,"1,496"
9784402341978,"1,496"
9784815621261,990
9784593496600,"3,135"
9784323075303,"1,870"
9784479785941,"1,760"
9784909044457,"1,210"
9784313161849,"2,750"
9784405120112,"1,320"
9784754731267,"3,630"
9784391158250,"2,500"
9784771030633,"2,420"
9784385319933,"3,080"
9784535526969,"3,080"
9784798071183,"1,320"
9784844962724,"2,420"
9784847150944,"3,630"
9784758093835,730
9784758094627,730
9784758095594,789
9784861132162,"1,320"
9784781701127,"1,650"
9784750516134,"1,430"
9784419069391,"1,980"
9784296114306,"3,080"
9784881774991,"4,180"
9784539746943,"1,760"
9784297138455,"1,650"
9784320125513,"3,300"
9784802614542,"1,760"
9784815619480,"4,400"
9784865943948,"4,180"
9784062204637,"2,970"
9784534060471,"1,540"
9784485221181,"1,320"
9784415331256,"1,045"
9784864866781,"1,650"
9784788936607,"2,640"
9784866921556,"3,300"
9784788977594,"1,540"
9784903721651,"1,650"
9784798071770,"1,430"
9784334045289,902
9784474094192,"7,040"
9784776213345,"1,595"
9784594621322,"1,100"
9784802134545,"1,980"
9784130421560,"3,960"
9784300106563,"3,410"
9784899904403,"3,410"
9784402341695,"1,496"
9784255013664,"1,210"
9784402341572,"1,496"
9784065341308,"1,210"
9784083218392,770
9784052056956,"2,420"
9784065165263,"1,540"
9784041141458,"1,870"
9784492315217,"3,520"
9784819114332,"1,280"
9784799111420,"1,650"
9784813085287,627
9784754731809,"3,300"
9784844962847,"2,750"
9784864666213,"4,510"
9784844962823,"1,980"
9784862494092,"1,980"
9784877287870,544
9784167917883,770
9784569697253,"1,430"
9784911064023,"7,040"
9784754731823,"3,630"
9784415333120,"1,650"
9784641222236,"2,640"
9784297140618,"3,740"
9784839982287,"4,378"
9784022727510,"1,540"
9784297139711,"2,860"
9784485214589,"1,980"
9784767830063,"2,860"
9784798070964,"1,540"
9784046054609,"1,540"
9784300100592,"1,320"
9784908804656,"1,650"
9784902256062,"1,540"
9784326546480,"4,950"
9784991295256,660
9784897523378,660
9784757123540,"2,640"
9784622090847,"5,280"
9784297139155,"1,738"
9784802213875,"2,860"
9784297139339,"1,738"
9784299053404,"1,210"
9784330007243,"3,300"
9784535527768,"3,300"
9784402341688,"1,496"
9784578216001,"2,200"
9784402341992,"1,496"
9784906033737,"2,200"
9784378015637,"1,650"
9784863897434,"5,830"
9784406067928,"2,310"
9784419069490,"3,520"
9784296117703,"1,760"
9784434215339,"1,320"
9784344980341,770
9784865372007,748
9784502473319,"2,860"
9784754731717,"2,530"
9784419069483,"6,930"
9784814400195,"4,400"
9784814400638,"4,840"
9784910884066,"1,540"
9784788972643,"1,650"
9784908804717,"1,980"
9784415237404,"1,100"
9784046000668,"1,430"
9784046024800,"1,540"
9784847093999,990
9784862574916,"1,540"
9784391644425,770
9784487815432,"1,430"
9784296117352,"2,640"
9784492314494,"1,980"
9784828205847,"1,540"
9784776797166,935
9784834748604,"1,324"
9784866211749,"1,540"
9784847074059,"1,980"
9784889638813,"2,860"
9784474091290,"7,260"
9784297139933,"3,740"
9784582418187,"2,640"
9784798183978,"3,630"
9784844958574,"3,300"
9784426615222,"3,630"
9784300108895,"3,300"
9784560064399,"2,640"
9784402342395,"1,496"
9784402341985,"1,496"
9784065350591,"1,200"
9784906033720,"2,200"
9784641228603,"3,190"
9784828425856,"1,980"
9784087473056,481
9784798070858,"1,760"
9784802614443,"2,860"
9784048975643,"1,650"
9784798067278,"2,640"
9784867750612,"2,530"
9784788977846,"1,430"
9784908804694,"1,650"
9784864556378,"1,430"
9784788945333,"2,200"
9784788945340,"2,200"
9784040696379,"1,320"
9784781700700,"1,650"
9784576091457,"1,430"
9784062814003,759
9784299018809,"1,320"
9784334100636,"2,090"
9784296117567,"1,430"
9784391643459,660
9784862504944,"1,430"
9784391644425,770
9784866210353,"1,650"
9784479772217,"1,540"
9784867303061,"1,650"
9784309419817,935
9784533158391,"1,078"
9784533157004,"1,078"
9784046063038,"1,650"
9784883355891,"2,310"
9784775972267,"6,380"
9784419069902,"4,400"
9784048977418,"1,650"
9784474094192,"7,040"
9784844948087,"2,750"
9784847151088,"1,650"
9784300110133,"2,200"
9784804114712,"2,860"
9784798071633,"2,750"
9784385130781,"3,410"
9784799673461,"2,970"
9784581022699,"1,518"
9784866675152,"1,650"
9784474093065,"3,080"
9784635310482,"3,080"
9784766428957,"7,480"
9784828425863,"1,760"
9784046058607,"1,430"
9784788972681,"1,650"
9784046022288,"1,430"
9784762826948,"4,180"
9784761268237,"1,540"
9784804705859,"1,540"
9784864368087,865
9784331522240,"1,540"
9784757440029,"1,760"
9784344031555,"1,527"
9784799109977,"3,630"
9784296116492,"1,980"
9784560092880,"2,860"
9784781700700,"1,650"
9784620324777,"1,100"
9784817847409,"3,300"
9784309410814,902
9784798070858,"1,760"
9784426615246,"2,420"
9784297139179,"1,738"
9784635824323,"3,300"
9784844926290,"3,520"
9784299032881,"2,728"
9784835459165,"4,950"
9784829660201,770
9784801939622,935
9784163918082,"1,650"
9784087446364,660
9784300108710,"3,190"
9784300108703,"2,090"
9784862763266,"2,640"
9784800591227,"2,420"
9784046061409,"2,860"
9784106110368,880
9784888955133,"4,070"
9784864666121,"5,000"
9784524204731,"4,400"
9784899904472,"3,520"
9784798182025,"1,980"
9784053049773,"3,300"
9784048968799,"2,420"
9784581022705,"1,518"
9784799675007,"2,970"
9784402341961,"1,496"
9784815623104,990
9784754731373,"3,520"
9784433700133,"6,160"
9784788977853,"1,540"
9784908804755,"1,650"
9784788977631,"1,980"
9784058019306,"1,210"
9784479305743,715
9784040653136,"1,100"
9784062729260,924
9784847095856,"1,320"
9784883843718,"1,980"
9784065220481,"2,420"
9784842918518,"2,750"
9784047036284,"2,420"
9784046040572,660
9784296117550,"1,430"
9784471011437,"1,100"
9784264040057,"2,200"
9784537209693,"1,320"
9784847094965,"1,540"
9784860294496,"1,540"
9784478014226,"1,320"
9784330020242,935
9784802134651,"2,970"
9784103554318,"2,475"
9784802213912,"1,760"
9784864664271,"3,850"
9784847150876,"3,300"
9784801493599,"3,080"
9784299041708,"3,080"
9784299047960,"5,489"
9784163917894,"1,210"
9784065346686,781
9784041148297,748
9784758018876,825
9784824201584,792
9784198658175,"2,200"
9784103737186,"2,420"
9784758096324,"1,430"
9784866575315,"1,980"
9784334102821,"1,320"
9784883355952,"19,800"
9784297139131,"1,760"
9784300108734,"2,090"
9784473045904,"2,200"
9784909357939,"1,650"
9784800591999,"3,300"
9784776213345,"1,595"
9784478119082,"1,760"
9784502495519,990
9784313122239,"2,420"
9784844907862,"1,100"
9784405027527,"1,100"
9784844907831,"1,980"
9784391643077,"1,100"
9784391642278,763
9784046019431,"1,430"
9784847094552,"1,100"
9784800286710,"1,320"
9784535558465,"2,970"
9784004316572,968
9784776797159,935
9784478067505,"1,540"
9784864664257,"3,520"
9784844971191,"3,850"
9784864664707,"4,070"
9784864664288,"3,520"
9784844964759,"2,860"
9784802614542,"1,760"
9784835644035,"1,870"
9784299035844,"2,739"
9784299040961,"2,860"
9784299041630,"2,398"
9784299027092,"3,289"
9784253109635,"1,320"
9784065351338,935
9784832203891,759
9784087735246,"2,640"
9784569903927,968
9784344433755,781
9784300108727,"2,860"
9784415238364,"1,980"
9784384049350,"2,420"
9784827214437,"1,540"
9784594621322,"1,100"
9784844948070,"2,090"
9784044007775,"2,860"
9784569856551,"1,045"
9784802134545,"1,980"
9784300107867,"3,300"
9784295018353,"2,860"
9784295018285,"1,958"
9784322143706,"2,530"
9784641222298,"2,970"
9784121027849,924
9784313166615,"2,420"
9784296117697,"1,760"
9784844907695,"1,980"
9784788985209,"1,760"
9784910884103,"1,760"
9784476011760,880
9784334039295,814
9784839948818,649
9784866211428,"1,540"
9784641165779,"4,730"
9784883843602,"3,025"
9784535557338,"1,650"
9784864664806,"2,970"
9784502323515,"1,870"
9784815619480,"4,400"
9784865943948,"4,180"
9784297140618,"3,740"
9784839982287,"4,378"
9784299047144,"3,509"
9784299009388,"1,980"
9784299032386,"1,639"
9784299036285,"2,189"
9784528023857,"2,420"
9784434336126,748
9784048995818,990
9784049157444,759
9784838732609,"1,210"
9784334102357,858
9784299054265,789
9784022651402,"1,430"
9784334102746,880
9784866576299,"2,200"
9784798182179,"2,640"
9784842918655,"2,970"
9784910499918,"4,950"
9784130421560,"3,960"
9784297139155,"1,738"
9784540241338,"1,760"
9784802213875,"2,860"
9784844948087,"2,750"
9784046061409,"2,860"
9784526083297,"3,080"
9784863589100,"3,300"
9784502490415,"3,410"
9784479772248,"1,540"
9784479772286,"1,540"
9784861824579,"9,020"
9784479393740,"1,870"
9784620326405,"1,320"
9784794432346,"2,750"
9784535408388,"2,860"
9784479308942,814
9784535408357,"2,860"
9784844916093,"3,960"
9784022727510,"1,540"
9784297139711,"2,860"
9784814400638,"4,840"
9784802614443,"2,860"
9784048975643,"1,650"
9784866070322,990
9784299045591,"2,970"
9784299031563,"3,718"
9784299035158,"2,530"
9784299029867,"2,915"
9784540221156,"2,860"
9784635907651,"1,650"
9784904842386,"2,200"
9784540212185,"2,200"
9784635810180,"3,080"
9784049155211,792
9784575418682,748
9784592712367,825
9784049157147,759
9784065350010,825
9784160901674,858
9784784073337,"1,320"
9784049156393,"1,210"
9784049156850,759
9784163917979,"2,750"
9784299053794,819
9784758446211,770
9784910499819,"1,980"
9784495541552,"2,200"
9784828425801,"1,760"
9784295409335,"1,738"
9784046066732,"1,760"
9784635580519,"1,980"
9784910499789,"3,080"
9784761277154,"1,760"
9784502493614,990
9784798185293,"2,948"
9784844948070,"2,090"
9784300107829,"3,520"
9784314011167,"2,310"
9784883843435,"3,850"
9784622090557,"3,960"
9784828421643,"1,430"
9784844971979,"3,190"
9784535408364,"2,860"
9784502289019,"1,650"
9784535408340,"2,860"
9784867750612,"2,530"
9784297138134,"3,168"
9784798069036,"2,640"
9784798180816,"3,520"
9784299023841,"2,970"
9784299031709,"2,959"
9784569764856,858
9784635070034,"3,960"
9784425854028,"1,980"
9784065292440,"3,300"
9784046832511,"1,540"
9784049155747,748
9784049154115,781
9784391162110,"1,430"
9784434337802,"1,320"
9784344941878,"1,430"
9784099431570,"1,485"
9784799767030,789
9784049157130,759
9784813763109,726
9784087928068,990
9784492314944,"1,980"
9784864867719,"1,650"
9784296116300,990
9784394190264,"1,980"
9784434337611,748
9784824008077,759
9784299049872,840
9784341088507,"1,980"
9784046066060,"1,650"
9784910499802,"2,860"
9784300106587,"2,310"
9784864662482,"2,530"
9784844923091,"5,500"
9784847149214,"2,750"
9784847149443,"3,630"
9784296204328,"1,650"
9784120057298,"1,980"
9784800591913,"1,430"
9784300110652,"3,190"
9784817849366,"2,200"
9784299036858,"2,728"
9784299037985,"3,289"
9784299037800,"2,794"
9784299052131,"2,629"
9784846531317,"3,666"
9784434329715,792
9784781622552,858
9784396704445,792
9784596550293,"1,100"
9784199008443,682
9784309414621,693
9784798056470,"3,300"
9784895317818,"5,280"
9784832982369,"22,000"
9784773061420,"2,200"
9784320058408,"3,960"
9784474065154,"3,080"
9784040751597,792
9784046826671,"1,540"
9784046828637,748
9784847144622,"3,080"
9784864665162,"1,595"
9784847150647,"2,530"
9784865562804,"3,850"
9784801938205,"1,320"
9784199060380,712
9784812223055,"3,080"
9784562071968,"3,080"
9784098627462,770
9784789737050,"3,850"
9784344854048,814
9784098627981,770
9784758085038,814
9784253237895,726
9784101051611,572
9784309420998,880
9784065353387,781
9784041142233,"1,870"
9784813793267,"1,430"
9784478118429,"1,540"
9784295407126,"1,738"
9784756923134,"2,090"
9784496057083,"2,640"
9784296122417,"1,980"
9784864663274,"2,530"
9784844944751,"3,630"
9784844914754,"2,860"
9784847149269,"2,640"
9784847149252,"3,300"
9784299050533,"1,430"
9784761230913,"1,540"
9784815621360,"2,970"
9784299035646,"2,497"
9784821155057,763
9784821129621,759
9784434311482,704
9784596537614,693
9784867162484,770
9784479305101,814
9784286178493,792
9784532280185,660
9784150312428,946
9784418234158,"1,760"
9784635907637,"1,650"
9784816355905,"1,518"
9784889652727,"3,300"
9784860994051,"2,600"
9784860639280,"1,650"
9784502386916,"3,080"
9784300103999,"2,420"
9784046052476,"1,650"
9784884162917,"1,980"
9784046824448,704
9784074567058,803
9784040747057,748
9784049139525,737
9784049153040,781
9784817845221,"3,520"
9784502356810,"3,520"
9784847147623,"3,520"
9784750355184,"3,960"
9784771031494,"2,640"
9784867780831,825
9784824008046,726
9784065353868,583
9784813715771,704
9784065327869,"1,760"
9784334102838,748
9784885555404,"1,980"
9784299039057,"3,289"
9784299040398,"3,839"
9784074377312,"1,078"
9784434322242,792
9784776754718,737
9784773062625,781
9784774732725,748
9784596539236,814
9784801908277,726
9784151825514,946
9784022648327,924
9784101288215,737
9784881371985,"3,190"
9784535559936,"2,750"
9784881383407,"1,980"
9784635907446,"1,650"
9784779512193,"2,860"
9784838756513,750
9784623097197,"3,300"
9784419069100,"3,630"
9784847149290,"1,980"
9784300104002,"2,200"
9784046808462,726
9784074484409,"2,750"
9784049155228,748
9784046835505,"1,430"
9784847150555,"3,080"
9784532415266,"3,080"
9784426126650,"2,200"
9784487812547,"2,860"
9784569851730,"1,023"
9784480074485,"1,012"
9784065348512,759
9784334102548,880
9784845640232,"13,200"
9784098628469,"1,210"
9784767827865,"1,540"
9784299041388,858
9784396704452,682
9784829670002,770
9784575667905,743
9784087467895,462
9784150120825,"1,232"
9784479306047,814
9784259518721,"1,760"
9784873267074,"2,530"
9784534059666,"1,650"
9784881383186,"1,980"
9784789238816,"1,760"
9784299039996,"1,479"
9784579213665,"1,650"
9784048966887,"1,155"
9784798060057,"1,760"
9784540231353,"5,940"
9784495541415,"1,870"
9784259567927,"1,980"
9784419067731,"3,080"
9784847149191,"3,190"
9784844958536,"1,650"
9784385325033,"1,760"
9784864868259,"1,650"
9784867165614,814
9784040643298,704
9784049152968,803
9784847150531,"2,860"
9784847149696,"3,410"
9784532415082,"3,080"
9784847149702,"3,190"
9784817845320,"4,070"
9784426122225,"4,180"
9784866172262,"3,300"
9784107727060,792
9784253283373,561
9784396701482,792
9784396704438,792
9784864955768,715
9784596533616,693
9784334749835,616
9784434220692,704
9784122060982,"1,320"
9784150312398,726
9784105063115,"2,090"
9784002709888,682
9784496052064,"2,200"
9784478069608,"1,650"
9784822231439,"1,980"
9784623078660,"3,080"
9784838730773,"1,540"
9784048967426,"1,650"
9784415326870,"1,650"
9784388063260,"2,090"
9784046046925,"1,430"
9784433702632,"3,740"
9784415333892,"1,430"
9784000289221,"2,640"
9784773061499,"2,200"
9784419066628,"2,750"
9784502408410,"2,090"
9784847149283,"3,850"
9784502389412,"2,200"
9784426614416,"1,760"
9784471276300,"1,705"
9784909474636,"1,980"
9784802155854,"1,100"
9784798155586,"3,300"
9784426612993,"2,860"
9784426615307,"2,420"
9784300108994,"3,080"
9784847150951,"4,290"
9784385158433,"2,640"
9784591181119,814
9784434335051,"1,320"
9784046829887,748
9784046829900,726
9784758094887,"1,320"
9784844981251,"2,420"
9784865564945,"1,980"
9784844962656,"4,180"
9784474056435,"2,750"
9784847149962,"1,540"
9784750351551,"1,980"
9784408339504,"1,100"
9784480864321,"2,090"
9784777823567,"1,760"
9784098628452,"1,210"
9784758026925,803
9784088448244,528
9784821155828,781
9784813715412,748
9784813715399,759
9784122062832,"1,210"
9784408553054,702
9784286178530,660
9784087467598,858
9784863924697,"1,540"
9784862807151,"1,540"
9784881383582,"1,980"
9784568431056,"1,980"
9784065191811,"2,200"
9784413231404,"1,540"
9784391644012,"2,200"
9784065350614,"1,200"
9784023323339,"1,100"
9784754731434,"2,420"
9784313151277,"2,310"
9784502466311,"8,140"
9784754731632,"3,300"
9784798069845,"1,760"
9784635049436,"1,210"
9784910818085,"1,650"
9784866461205,"1,980"
9784140819005,"2,420"
9784847149740,"2,200"
9784300103975,"1,760"
9784847151125,"3,080"
9784415331331,770
9784813278993,"1,980"
9784798065229,"2,750"
9784867830932,"2,420"
9784844962854,"2,640"
9784844962991,"3,080"
9784502463211,"2,200"
9784864665155,"2,200"
9784434337345,671
9784046805164,726
9784046831484,"1,430"
9784867163399,"1,100"
9784065338568,"1,705"
9784758094023,"1,320"
9784758095853,"1,430"
9784041132340,792
9784758093590,"1,320"
9784047373280,781
9784865564402,"4,400"
9784847149757,"1,760"
9784385324951,"1,870"
9784335355790,"3,520"
9784750350790,"2,640"
9784121022820,902
9784817847317,"3,850"
9784041145678,792
9784785976392,759
9784778086329,792
9784047379138,935
9784065350188,759
9784776754916,748
9784049154825,825
9784813715306,759
9784821156450,781
9784801938113,935
9784101346236,649
9784909099044,"2,530"
9784881383360,"1,980"
9784830032783,"25,300"
9784774182568,"1,408"
9784798069494,"1,650"
9784065193907,"1,485"
9784867145746,"1,329"
9784799329153,"1,320"
9784907461416,"1,870"
9784591180402,"1,210"
9784434314452,"1,430"
9784754731601,"2,860"
9784828425788,"1,650"
9784754731328,"3,410"
9784754731298,"3,740"
9784539746981,"2,310"
9784816375507,"1,760"
9784344946989,"1,760"
9784845923007,"2,860"
9784048976206,"1,980"
9784540212284,"2,200"
9784278035810,"1,320"
9784802830294,"5,390"
9784798069616,"1,760"
9784864869935,"1,760"
9784502379710,"1,870"
9784817196088,"2,310"
9784876153374,"2,860"
9784274219412,"2,970"
9784471276317,"1,705"
9784419069223,"2,970"
9784847150968,"4,510"
9784844962748,"3,190"
9784758095105,"1,320"
9784758095655,789
9784775530184,809
9784047369535,748
9784041065358,682
9784847150654,"2,970"
9784844981831,"2,420"
9784502377112,"1,870"
9784865561722,"3,850"
9784874248553,"3,080"
9784837928201,"1,320"
9784006004613,"1,672"
9784004319146,990
9784815530860,809
9784821157280,792
9784867870075,809
9784434326936,792
9784396701468,770
9784822275433,"2,200"
9784903175898,"1,320"
9784873266947,"2,750"
9784046043757,"1,430"
9784046048400,"1,485"
9784813286752,"1,980"
9784815602796,"1,320"
9784046322364,814
9784909044471,"1,210"
9784471104535,"1,320"
9784591181225,"1,540"
9784834251630,"1,047"
9784313121270,"2,090"
9784324113158,"3,630"
9784761528881,"2,530"
9784910288420,"4,620"
9784838728411,"1,430"
9784326648832,"3,080"
9784434196560,"1,760"
9784576181721,"1,540"
9784865371611,792
9784761277314,"1,650"
9784797674439,"2,200"
9784010349205,"1,650"
9784495520113,"1,650"
9784502227219,"1,760"
9784844958550,"1,650"
9784300103968,"2,200"
9784862752574,"2,640"
9784391642452,"1,540"
9784594076313,"2,200"
9784415331263,"1,045"
9784415238227,"2,200"
9784385319964,"3,960"
9784847150678,"3,190"
9784847150845,"3,300"
9784041111352,759
9784047373655,759
9784047371033,748
9784047367548,748
9784065151105,924
9784779516580,"2,970"
9784750354736,"2,200"
9784762824968,"2,640"
9784778036195,"1,650"
9784641121300,"2,530"
9784408339153,"1,540"
9784780421798,"1,892"
9784062174060,"1,870"
9784046045324,"1,540"
9784023333864,"1,320"
9784065348536,"1,430"
9784776211907,"1,650"
9784796880480,"1,320"
9784062190770,"1,650"
9784893088420,"1,760"
9784750320076,"1,100"
9784419069384,"1,980"
9784754731878,"1,540"
9784313122246,"2,970"
9784828425498,"1,430"
9784883403585,"2,420"
9784074560073,"1,760"
9784834776911,"1,430"
9784074569359,"1,650"
9784166614516,990
9784584136331,"1,518"
9784860634759,"1,430"
9784065326244,"1,265"
9784897523194,815
9784062152235,"1,650"
9784391643077,"1,100"
9784402341497,"1,496"
9784325260639,"1,650"
9784023323315,"1,320"
9784402342241,"1,496"
9784300103845,"1,760"
9784539730201,"2,420"
9784802401715,"1,760"
9784862752819,"1,870"
9784802134323,"2,420"
9784046832634,"1,430"
9784533158704,"1,650"
9784533159213,"1,045"
9784801820715,899
9784278061888,880
9784522461518,"1,078"
9784046063281,"1,650"
9784535408555,"2,860"
9784844962861,"2,640"
9784296115686,"3,300"
9784758094450,"1,320"
9784065309636,869
9784041136539,770
9784758093972,730
9784047372566,759
9784770324337,"2,310"
9784571410611,"2,750"
9784864341448,"1,650"
9784906182954,"2,970"
9784774328515,"8,580"
2100013878615,"1,320"
9784284204675,"1,430"
9784041058756,704
9784781701493,"1,650"
9784040821672,880
9784750321608,"1,650"
9784906724178,"1,760"
9784502485817,"5,830"
9784902717563,"2,200"
9784641228511,"3,960"
9784641177338,"3,080"
9784313121393,"2,530"
9784296115358,"3,630"
9784635580502,"1,760"
9784770328724,"2,970"
9784166613854,990
9784296001699,"2,750"
9784798184159,"1,980"
9784828426235,"1,870"
9784991022159,"2,035"
9784391643435,770
9784297138134,"3,168"
9784297139179,"1,738"
9784594075767,"1,430"
9784391642278,763
9784863132818,"2,860"
9784905042815,"1,430"
9784402341541,"1,496"
9784402341329,"1,496"
9784581023528,"1,518"
9784296119158,"3,960"
9784000615594,"3,850"
9784046063212,"1,650"
9784330010243,"1,100"
9784391160130,"1,650"
9784803744286,"4,620"
9784780100945,"1,650"
9784899802020,"1,650"
9784865426014,980
9784522461532,550
9784421009231,"1,833"
9784839968342,"1,980"
9784635600538,"2,200"
9784844962809,"2,200"
9784385319957,"3,740"
9784474093935,"3,740"
9784847150579,"3,630"
9784041062838,660
9784041141908,814
9784758094092,"1,320"
9784770324368,"1,760"
9784540161155,"2,420"
9784752010807,"1,210"
9784041122082,"1,078"
9784471104542,"1,320"
9784385108520,"3,300"
9784750319391,"1,320"
9784862490544,"1,320"
9784002708720,550
9784910423067,"2,530"
9784396460372,"1,320"
9784296117079,"3,850"
9784502445613,"11,550"
9784313161559,"2,750"
9784297130107,"1,760"
9784540231056,"2,970"
9784065301739,990
9784065350706,990
9784296118410,"2,750"
9784641048355,"2,860"
9784828426068,"1,980"
9784845118823,"1,870"
9784406066549,"1,650"
9784788948976,"1,430"
9784861137679,"1,540"
9784391644166,770
